observation_id,sku_adi,marka,uretici,mensei,bolge,urun_tipi,uzum_blend,vintage,hacim_ml,abv_pct,raf_fiyati,para_birimi,kdv_durumu,fiyat_katmani,kanal,kanal_tipi,magaza,sehir,gozlem_tarihi,gozlem_yontemi,promosyon_var_mi,normal_fiyat,ithalatci_distributor,foto_url,kaynak_url,status,evidence_id,supersedes,collecting_agent,notes
OBS-579,Villa Sandi Frizzante Prosecco Brut,Villa Sandi,UNKNOWN,Italya,UNKNOWN,Prosecco,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,785.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: frosta),-,https://iyisarap.plus/products/villa-sandi-frizzante-prosecco-brut,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-580,Chelti Saperavi,Chelti Winery,UNKNOWN,Gurcistan,UNKNOWN,Natural Wine,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,801.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: INANC),-,https://iyisarap.plus/products/chelti-saperavi,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-581,Les Combes de Saint-Sauveur Côtes-du-Rhône,Les Combes de St.Sauveur,UNKNOWN,Fransa,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,815.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Kavaklidere Saraplari AS (FACT-dogrulandi),-,https://iyisarap.plus/products/les-combes-de-saint-sauveur-cotes-du-rhone,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-582,Serena 1881 Prosecco,Serena 1881,UNKNOWN,Italya,UNKNOWN,Prosecco,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,815.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Kavaklidere Saraplari AS (FACT-dogrulandi),-,https://iyisarap.plus/products/serena-1881-prosecco,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-583,Muriel Crianza,Muriel,UNKNOWN,Ispanya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,820.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN,-,https://iyisarap.plus/products/muriel-crianza,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-584,Hans Baer Gewürztraminer,Hans Baer,UNKNOWN,Almanya,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,825.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Baron Sarapcilik (ESTIMATE),-,https://iyisarap.plus/products/hans-baer-gewurztraminer,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-585,Henkell Blanc de Blancs,Henkell,UNKNOWN,Almanya,UNKNOWN,Doğal Köpüklü,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,825.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Adco Gida / Kemer Gida (ESTIMATE),-,https://iyisarap.plus/products/henkell-blanc-de-blancs,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-586,Henkell Rose,Henkell,UNKNOWN,Almanya,UNKNOWN,Doğal Köpüklü,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,825.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Adco Gida / Kemer Gida (ESTIMATE),-,https://iyisarap.plus/products/henkell-rose,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-587,Tormentoso Pinotage,Tormentoso,UNKNOWN,Guney Afrika,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,825.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Kavaklidere Saraplari AS (FACT-dogrulandi),-,https://iyisarap.plus/products/tormentoso-pinotage,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-588,Botter Caleo,Botter,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,838.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: frosta),-,https://iyisarap.plus/products/botter-caleo-montepulciano-dabruzzo,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-589,Borgo Imperiale Frizzante,Borgo Imperiale,UNKNOWN,Italya,UNKNOWN,Prosecco,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,864.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: frosta),-,https://iyisarap.plus/products/borgo-imperiale-frizzante,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-590,Château Londre,Château Londre,UNKNOWN,Fransa,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,864.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Baron Sarapcilik (ESTIMATE),-,https://iyisarap.plus/products/chateau-londre,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-591,Luccarelli Primitivo,Luccarelli,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,864.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: kuregidaithal),-,https://iyisarap.plus/products/luccarelli-primitivo,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-592,Villa Del Vento Frizzante Brut,Medici Ermete,UNKNOWN,Italya,UNKNOWN,Doğal Köpüklü,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,900.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: frosta),-,https://iyisarap.plus/products/villa-del-vento-frizzante-vino-secco,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-593,Louis Eschenauer Merlot & Cabernet Sauvignon,Louis Eschenauer,UNKNOWN,Fransa,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,913.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Baron Sarapcilik (ESTIMATE),-,https://iyisarap.plus/products/louis-eschenauer-merlot-cabernet-bordeaux,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-594,"Dezzani Piemonte Bianco ""4 BUCCE""",Dezzani,UNKNOWN,Italya,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,919.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: MALTITHAL),-,https://iyisarap.plus/products/dezzani-piemonte-bianco-4-bucce,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-595,"Dezzani Piemonte DOC Rosso ""Otto BUCCE""",Dezzani,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,919.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: MALTITHAL),-,https://iyisarap.plus/products/dezzani-piemonte-doc-rosso-otto-bucce,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-596,La Pieve Pergolo Prosecco Extra Dry,Mionetto,UNKNOWN,Italya,UNKNOWN,Prosecco,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,920.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Adco Gida / Kemer Gida (ESTIMATE),-,https://iyisarap.plus/products/la-pieve-pergolo-prosecco,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-597,Pieno Sud Rosso,MGM Mondo del Vino,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,930.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/pieno-sud,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-598,Gualtieri Ligabue Frizzante Bianco,Cantina Gualtieri,UNKNOWN,Italya,UNKNOWN,Yarı Tatlı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,936.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: Midas),-,https://iyisarap.plus/products/gualtieri-ligabue-frizzante-bianco,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-599,Gualtieri Ligabue Frizzante Rosato,Cantina Gualtieri,UNKNOWN,Italya,UNKNOWN,Yarı Tatlı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,936.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: Midas),-,https://iyisarap.plus/products/gualtieri-ligabue-frizzante-rosato-amabile,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-600,Gualtieri Ligabue Lambrusco Rosso Amabile,Cantina Gualtieri,UNKNOWN,Italya,UNKNOWN,Yarı Tatlı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,936.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: Midas),-,https://iyisarap.plus/products/gualtieri-ligabue-lambrusco-rosso-amabile,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-601,Barone Montalto Grillo & Sauvignon Blanc,Barone Montalto,UNKNOWN,Italya,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/barone-montalto-grillo-sauvignon-blanc,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-602,Barone Montalto Pinot Grigio,Barone Montalto,UNKNOWN,Italya,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/barone-montalto-pinot-grigio,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-603,Barone Montalto Pinot Grigio Blush,Barone Montalto,UNKNOWN,Italya,UNKNOWN,Rose Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/barone-montalto-pinot-grigio-blush,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-604,Hans Baer Riesling,Hans Baer,UNKNOWN,Almanya,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Baron Sarapcilik (ESTIMATE),-,https://iyisarap.plus/products/hans-baer-riesling,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-605,Uggiano Roccialta Chianti,Uggiano,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,950.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: piramitgida),-,https://iyisarap.plus/products/uggiano-roccialta-chianti,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-606,Bodvar No:1 Pearly Rosé,Bodvar,UNKNOWN,Fransa,UNKNOWN,Rose Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,958.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Kavaklidere Saraplari AS (FACT-dogrulandi),-,https://iyisarap.plus/products/bodvar-no-1-pearly-rose,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-607,Zonin Chianti,Zonin 1821,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,960.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: ADT),-,https://iyisarap.plus/products/zonin-chianti,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-608,La Vieille Ferme Blanc Luberon,La Vieille Ferme,UNKNOWN,Fransa,UNKNOWN,Beyaz Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,979.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/la-vieille-ferme-blanc-luberon,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-609,La Vieille Ferme Rosé,La Vieille Ferme,UNKNOWN,Fransa,UNKNOWN,Rose Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,979.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/la-vieille-ferme-rose,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-610,La Vieille Ferme Rouge,La Vieille Ferme,UNKNOWN,Fransa,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,979.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/la-vieille-ferme-rouge,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-611,La Folie,Kavaklıdere,UNKNOWN,Fransa,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,984.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,Kavaklidere Saraplari AS (FACT-dogrulandi),-,https://iyisarap.plus/products/la-folie,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-612,Levorato Pinot Grigio Blush,Cantina Levorato,UNKNOWN,Italya,UNKNOWN,Rose Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,992.00,TRY,UNKNOWN,UNKNOWN,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE_LISTING_STOKTA_YOK,UNKNOWN,UNKNOWN,UNKNOWN (kod: Midas),-,https://iyisarap.plus/products/levorato-pinot-grigio-blush,UNKNOWN,EV-2026-08-10-552,,turkiye-pazar-kasifi,STOKTA DEGIL (available=false). BU BIR RAF FIYATI DEGILDIR - satin alinamayan katalog listeleme fiyatidir. MODELE GIREMEZ. C-501/C-561 kapsaminda. ithalatci_distributor alani perakendecinin IC ETIKETINDEN turetilmistir (ESTIMATE).
OBS-613,La Piuma Chianti,MGM Mondo del Vino,UNKNOWN,Italya,UNKNOWN,Kırmızı Şarap,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,948.00,TRY,UNKNOWN,L8,iyisarap.plus,ONLINE,-,-,2026-08-10,ONLINE,UNKNOWN,UNKNOWN,Karagozoglu Dis Ticaret AS (FACT-dogrulandi),-,https://iyisarap.plus/products/la-piuma-chianti,FACT,EV-2026-08-10-551,,turkiye-pazar-kasifi,"STOKTA (available=true). 500-1000 TL bandindaki TEK in-stock ithal SKU'lardan biri. TUR 1'de de gozlenmisti (EV-2026-08-10-501) - YENI SKU DEGIL, 2026-08-10'da YENIDEN DOGRULANMISTIR. ONLINE fiyattir; magaza raf fiyati DEGILDIR. L8_ONLINE_UZMAN_PERAKENDE."
